"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Abundance Ratio 44 DMSO  40 DMSO"	"Abundance Ratio 44 sema  40 sema"	"Abundance Ratio 47 DMSO  40 DMSO"	"Abundance Ratio 47 sema  40 sema"	"Abundance Ratio 51 DMSO  40 DMSO"	"Abundance Ratio 51 sema  40 sema"	"Abundance Ratio 55 DMSO  40 DMSO"	"Abundance Ratio 55 sema  40 sema"	"Abundance Ratio 58 DMSO  40 DMSO"	"Abundance Ratio 58 sema  40 sema"	"Abundance Ratio 60 DMSO  40 DMSO"	"Abundance Ratio 60 sema  40 sema"	"Abundance Ratio 63 DMSO  40 DMSO"	"Abundance Ratio 63 sema  40 sema"	"Abundance Ratio 66 DMSO  40 DMSO"	"Abundance Ratio 66 sema  40 sema"	"Abundance Ratio 70 DMSO  40 DMSO"	"Abundance Ratio 70 sema  40 sema"	"Abundances Grouped 40 DMSO"	"Abundances Grouped 40 sema"	"Abundances Grouped 44 DMSO"	"Abundances Grouped 44 sema"	"Abundances Grouped 47 DMSO"	"Abundances Grouped 47 sema"	"Abundances Grouped 51 DMSO"	"Abundances Grouped 51 sema"	"Abundances Grouped 55 DMSO"	"Abundances Grouped 55 sema"	"Abundances Grouped 58 DMSO"	"Abundances Grouped 58 sema"	"Abundances Grouped 60 DMSO"	"Abundances Grouped 60 sema"	"Abundances Grouped 63 DMSO"	"Abundances Grouped 63 sema"	"Abundances Grouped 66 DMSO"	"Abundances Grouped 66 sema"	"Abundances Grouped 70 DMSO"	"Abundances Grouped 70 sema"	"Found in Sample in S1 F1 126 Sample 40 DMSO"	"Found in Sample in S2 F2 126 Sample 40 sema"	"Found in Sample in S4 F1 127C Sample 44 DMSO"	"Found in Sample in S13 F2 127C Sample 44 sema"	"Found in Sample in S6 F1 128C Sample 47 DMSO"	"Found in Sample in S15 F2 128C Sample 47 sema"	"Found in Sample in S8 F1 129C Sample 51 DMSO"	"Found in Sample in S17 F2 129C Sample 51 sema"	"Found in Sample in S10 F1 130C Sample 55 DMSO"	"Found in Sample in S19 F2 130C Sample 55 sema"	"Found in Sample in S3 F1 127N Sample 58 DMSO"	"Found in Sample in S12 F2 127N Sample 58 sema"	"Found in Sample in S5 F1 128N Sample 60 DMSO"	"Found in Sample in S14 F2 128N Sample 60 sema"	"Found in Sample in S7 F1 129N Sample 63 DMSO"	"Found in Sample in S16 F2 129N Sample 63 sema"	"Found in Sample in S9 F1 130N Sample 66 DMSO"	"Found in Sample in S18 F2 130N Sample 66 sema"	"Found in Sample in S11 F1 131 Sample 70 DMSO"	"Found in Sample in S20 F2 131 Sample 70 sema"	"Number of Protein Groups"	"Modifications"
"-6992312801997593428"	"False"	"High"	"IsMasterProtein"	"P62517"	"Glucans biosynthesis glucosyltransferase H OS=Escherichia coli (strain K12) OX=83333 GN=mdoH PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"75.695"	"23"	"15"	"25"	"15"	"847"	"96.9"	"8.66"	"50.80"	"15"	"0.859"	"0.885"	"0.655"	"0.656"	"0.425"	"0.403"	"0.318"	"0.283"	"0.167"	"0.148"	"0.119"	"0.090"	"0.145"	"0.097"	"0.086"	"0.074"	"0.156"	"0.122"	"325.2"	"640.6"	"279.5"	"566.9"	"212.9"	"420.6"	"138.2"	"258.4"	"103.3"	"181.6"	"54.3"	"95.0"	"38.8"	"57.4"	"47.0"	"62.0"	"28.0"	"47.7"	"50.7"	"77.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C251; C332; C388]"
"-217797855250887135"	"False"	"High"	"IsMasterProtein"	"P0AEW9"	"1-phosphofructokinase OS=Escherichia coli (strain K12) OX=83333 GN=fruK PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"75.691"	"56"	"13"	"41"	"13"	"312"	"33.7"	"5.54"	"113.33"	"13"	"0.913"	"0.934"	"0.881"	"0.906"	"0.713"	"0.748"	"0.724"	"0.778"	"0.538"	"0.600"	"0.331"	"0.385"	"0.289"	"0.326"	"0.140"	"0.183"	"0.119"	"0.153"	"979.6"	"1466.5"	"894.8"	"1369.6"	"863.5"	"1328.1"	"698.9"	"1096.8"	"709.5"	"1141.2"	"527.0"	"880.2"	"324.7"	"564.5"	"283.1"	"477.4"	"137.3"	"268.3"	"116.9"	"224.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C20; C161; C163]"
"3589539005057985573"	"False"	"High"	"IsMasterProtein"	"P0AA16"	"DNA-binding dual transcriptional regulator OmpR OS=Escherichia coli (strain K12) OX=83333 GN=ompR PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"75.383"	"72"	"14"	"39"	"14"	"239"	"27.3"	"6.39"	"96.59"	"14"	"0.968"	"0.983"	"0.817"	"0.867"	"0.617"	"0.621"	"0.498"	"0.526"	"0.261"	"0.247"	"0.151"	"0.123"	"0.129"	"0.103"	"0.083"	"0.043"	"0.092"	"0.077"	"1824.2"	"914.9"	"1765.7"	"899.5"	"1491.1"	"792.8"	"1125.1"	"568.5"	"908.6"	"481.6"	"475.5"	"226.0"	"275.1"	"113.0"	"234.9"	"94.6"	"150.7"	"39.7"	"167.5"	"70.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C67]"
"-7685271123557949945"	"False"	"High"	"IsMasterProtein"	"P76440"	"NAD-dependent dihydropyrimidine dehydrogenase subunit PreT OS=Escherichia coli (strain K12) OX=83333 GN=preT PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"75.167"	"43"	"14"	"30"	"14"	"412"	"44.3"	"5.40"	"70.40"	"14"	"0.897"	"0.913"	"0.782"	"0.821"	"0.577"	"0.567"	"0.535"	"0.552"	"0.385"	"0.393"	"0.254"	"0.274"	"0.230"	"0.229"	"0.149"	"0.170"	"0.125"	"0.155"	"878.1"	"1272.7"	"787.6"	"1161.5"	"686.4"	"1044.7"	"506.6"	"721.0"	"469.9"	"702.4"	"337.7"	"499.9"	"223.2"	"348.6"	"201.6"	"291.7"	"130.5"	"216.6"	"109.7"	"197.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C26; C29; C34; C38; C83; C87; C193; C277; C282; C410; C412]"
"9212957286211254722"	"False"	"High"	"IsMasterProtein"	"P17109"	"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase OS=Escherichia coli (strain K12) OX=83333 GN=menD PE=1 SV=4 UPId=UP000000625 PPId=UP000000625"	"0.000"	"75.144"	"30"	"10"	"18"	"10"	"556"	"61.3"	"6.57"	"51.09"	"10"	"1.016"	"0.904"	"1.032"	"0.816"	"0.904"	"0.590"	"0.914"	"0.645"	"0.801"	"0.562"	"0.609"	"0.423"	"0.506"	"0.339"	"0.285"	"0.199"	"0.100"	"0.085"	"177.9"	"178.8"	"180.7"	"161.6"	"183.5"	"145.9"	"160.7"	"105.5"	"162.6"	"115.4"	"142.4"	"100.4"	"108.3"	"75.7"	"89.9"	"60.6"	"50.6"	"35.6"	"17.9"	"15.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C114]"
"1698319657217284735"	"False"	"High"	"IsMasterProtein"	"P77596"	"D-xylonate dehydratase YagF OS=Escherichia coli (strain K12) OX=83333 GN=yagF PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"74.958"	"34"	"17"	"36"	"16"	"655"	"69.4"	"6.42"	"71.46"	"17"	"0.908"	"0.916"	"0.976"	"0.969"	"0.778"	"0.927"	"0.858"	"0.847"	"0.723"	"0.749"	"0.544"	"0.652"	"0.481"	"0.562"	"0.340"	"0.366"	"0.172"	"0.235"	"317.6"	"326.9"	"288.4"	"299.6"	"310.1"	"316.7"	"247.2"	"303.1"	"272.5"	"276.8"	"229.7"	"245.0"	"172.7"	"213.1"	"152.8"	"183.8"	"107.9"	"119.5"	"54.7"	"77.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C162; C223; C438; C544; C635]"
"5443758484221996116"	"False"	"High"	"IsMasterProtein"	"P21179"	"Catalase HPII OS=Escherichia coli (strain K12) OX=83333 GN=katE PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"74.677"	"27"	"18"	"34"	"18"	"753"	"84.1"	"5.88"	"67.51"	"18"	"0.884"	"0.888"	"0.836"	"0.812"	"0.643"	"0.650"	"0.676"	"0.698"	"0.523"	"0.522"	"0.405"	"0.452"	"0.450"	"0.439"	"0.353"	"0.374"	"0.470"	"0.436"	"564.3"	"568.6"	"499.1"	"505.1"	"471.7"	"461.6"	"363.0"	"369.5"	"381.7"	"396.6"	"295.2"	"296.9"	"228.8"	"256.7"	"254.1"	"249.6"	"199.0"	"212.6"	"265.1"	"247.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1710210417556389147"	"False"	"High"	"IsMasterProtein"	"P14175"	"Glycine betaine/proline betaine transport system ATP-binding protein ProV OS=Escherichia coli (strain K12) OX=83333 GN=proV PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"74.114"	"37"	"13"	"39"	"13"	"400"	"44.1"	"5.57"	"93.43"	"13"	"0.798"	"0.826"	"0.576"	"0.603"	"0.233"	"0.250"	"0.108"	"0.111"	"0.070"	"0.073"	"0.057"	"0.050"	"0.052"	"0.058"	"0.028"	"0.025"	"0.038"	"0.027"	"2946.8"	"3053.5"	"2350.4"	"2521.1"	"1698.0"	"1840.5"	"687.8"	"764.2"	"318.0"	"337.7"	"206.5"	"222.2"	"169.0"	"151.7"	"153.3"	"177.6"	"82.4"	"75.3"	"111.2"	"83.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5191251932304793165"	"False"	"High"	"IsMasterProtein"	"P0AES2"	"Glucarate dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=gudD PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.934"	"43"	"13"	"26"	"8"	"446"	"49.1"	"6.07"	"73.98"	"13"	"0.905"	"0.940"	"0.786"	"0.751"	"0.585"	"0.487"	"0.481"	"0.435"	"0.228"	"0.165"	"0.108"	"0.079"	"0.147"	"0.124"	"0.106"	"0.075"	"0.203"	"0.141"	"192.6"	"487.8"	"174.3"	"458.6"	"151.4"	"366.6"	"112.7"	"237.7"	"92.6"	"212.3"	"43.9"	"80.3"	"20.8"	"38.6"	"28.3"	"60.5"	"20.5"	"36.7"	"39.1"	"68.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C172; C263]"
"-6445302767235936511"	"False"	"High"	"IsMasterProtein"	"P0A7J7"	"50S ribosomal protein L11 OS=Escherichia coli (strain K12) OX=83333 GN=rplK PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.848"	"75"	"9"	"111"	"9"	"142"	"14.9"	"9.63"	"218.33"	"9"	"0.933"	"0.946"	"0.892"	"0.882"	"0.728"	"0.710"	"0.710"	"0.698"	"0.514"	"0.505"	"0.331"	"0.321"	"0.260"	"0.277"	"0.170"	"0.177"	"0.133"	"0.161"	"12646.5"	"11460.6"	"11793.7"	"10840.2"	"11278.2"	"10109.8"	"9203.4"	"8132.2"	"8984.1"	"7995.0"	"6504.7"	"5791.8"	"4183.7"	"3673.8"	"3286.3"	"3174.7"	"2144.8"	"2031.4"	"1682.9"	"1847.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C39]"
"-1077525575474904236"	"False"	"High"	"IsMasterProtein"	"P52643"	"D-lactate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=ldhA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.821"	"50"	"13"	"42"	"13"	"329"	"36.5"	"5.44"	"111.25"	"13"	"0.960"	"0.952"	"0.901"	"0.878"	"0.791"	"0.801"	"0.873"	"0.885"	"0.715"	"0.758"	"0.482"	"0.540"	"0.424"	"0.427"	"0.233"	"0.260"	"0.185"	"0.129"	"887.8"	"2056.5"	"852.2"	"1957.9"	"800.3"	"1805.0"	"701.9"	"1646.6"	"775.1"	"1819.2"	"634.7"	"1559.3"	"427.8"	"1110.6"	"376.4"	"877.1"	"206.9"	"535.0"	"163.9"	"265.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C45; C49; C76; C324]"
"8586575240406903254"	"False"	"High"	"IsMasterProtein"	"P0A7I0"	"Peptide chain release factor RF1 OS=Escherichia coli (strain K12) OX=83333 GN=prfA PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.817"	"45"	"15"	"35"	"13"	"360"	"40.5"	"5.26"	"76.18"	"15"	"0.982"	"0.916"	"0.913"	"0.872"	"0.767"	"0.723"	"0.727"	"0.693"	"0.531"	"0.487"	"0.283"	"0.310"	"0.227"	"0.252"	"0.151"	"0.178"	"0.146"	"0.220"	"1247.3"	"696.9"	"1224.6"	"638.3"	"1138.8"	"607.7"	"956.2"	"503.9"	"907.2"	"483.1"	"662.0"	"339.4"	"352.6"	"215.9"	"283.6"	"175.3"	"188.2"	"123.8"	"181.6"	"153.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C257]"
"-9074159526795365674"	"False"	"High"	"IsMasterProtein"	"P0A7S9"	"30S ribosomal protein S13 OS=Escherichia coli (strain K12) OX=83333 GN=rpsM PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.686"	"67"	"10"	"170"	"10"	"118"	"13.1"	"10.78"	"349.81"	"10"	"1.016"	"1.028"	"0.843"	"0.864"	"0.733"	"0.771"	"0.762"	"0.799"	"0.593"	"0.605"	"0.384"	"0.420"	"0.382"	"0.401"	"0.273"	"0.276"	"0.266"	"0.277"	"9985.1"	"14035.1"	"10149.7"	"14426.1"	"8417.0"	"12121.0"	"7316.6"	"10820.9"	"7604.3"	"11218.0"	"5922.2"	"8490.8"	"3829.3"	"5893.8"	"3810.5"	"5626.1"	"2725.3"	"3877.5"	"2659.2"	"3891.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C85]"
"-149108957913588536"	"False"	"High"	"IsMasterProtein"	"P15028"	"Fe(3+) dicitrate-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=fecB PE=2 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.625"	"41"	"10"	"27"	"10"	"300"	"33.1"	"8.88"	"77.94"	"10"	"0.911"	"0.930"	"0.876"	"0.927"	"0.764"	"0.799"	"0.771"	"0.886"	"0.604"	"0.700"	"0.363"	"0.429"	"0.247"	"0.284"	"0.080"	"0.108"	"0.075"	"0.089"	"1339.2"	"1224.5"	"1220.2"	"1139.0"	"1172.6"	"1135.5"	"1022.7"	"978.5"	"1033.0"	"1084.4"	"808.4"	"857.6"	"485.8"	"525.4"	"330.5"	"347.4"	"107.3"	"132.0"	"100.9"	"109.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7524613353830476224"	"False"	"High"	"IsMasterProtein"	"W1WBM3"	"N-acetylneuraminate lyase (Fragment) OS=Escherichia coli DORA_A_5_14_21 OX=1403943 GN=Q609_ECAC02454G0002 PE=4 SV=1 UPId=UP000018853 PPId=UP000000625"	"0.000"	"73.567"	"55"	"7"	"46"	"1"	"166"	"18.3"	"5.81"	"118.92"	"7"	""	"1.547"	""	"0.965"	""	"1.012"	""	"0.797"	""	"0.686"	""	"0.580"	""	"0.805"	""	"0.738"	""	"0.804"	""	"15.7"	""	"24.3"	""	"15.2"	""	"15.9"	""	"12.5"	""	"10.8"	""	"9.1"	""	"12.7"	""	"11.6"	""	"12.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C9; C129]"
"8038918475876351342"	"False"	"High"	"IsMasterProtein"	"P07024"	"Protein UshA OS=Escherichia coli (strain K12) OX=83333 GN=ushA PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.364"	"33"	"15"	"35"	"15"	"550"	"60.8"	"5.71"	"81.73"	"15"	"0.955"	"0.948"	"0.866"	"0.862"	"0.739"	"0.725"	"0.777"	"0.787"	"0.549"	"0.562"	"0.285"	"0.292"	"0.141"	"0.156"	"0.061"	"0.031"	"0.062"	"0.064"	"1647.2"	"2817.3"	"1573.0"	"2672.0"	"1426.1"	"2429.6"	"1216.5"	"2042.1"	"1280.5"	"2218.5"	"904.6"	"1582.7"	"469.2"	"821.2"	"232.0"	"438.4"	"101.1"	"88.0"	"102.9"	"181.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-512456872121776086"	"False"	"High"	"IsMasterProtein"	"P15640"	"Phosphoribosylamine--glycine ligase OS=Escherichia coli (strain K12) OX=83333 GN=purD PE=1 SV=2 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.304"	"29"	"9"	"21"	"9"	"429"	"45.9"	"5.08"	"67.78"	"9"	"0.994"	"0.896"	"0.954"	"0.892"	"0.787"	"0.759"	"0.706"	"0.697"	"0.386"	"0.399"	"0.193"	"0.198"	"0.094"	"0.101"	"0.030"	"0.034"	"0.079"	"0.090"	"734.9"	"705.2"	"730.6"	"631.8"	"701.1"	"629.2"	"578.1"	"535.5"	"518.8"	"491.4"	"283.4"	"281.5"	"142.1"	"139.8"	"68.8"	"71.2"	"21.7"	"24.0"	"58.2"	"63.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C289; C386; C413; C415]"
"3975110733488217168"	"False"	"High"	"IsMasterProtein"	"P0ACB7"	"Protein HemY OS=Escherichia coli (strain K12) OX=83333 GN=hemY PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.293"	"45"	"12"	"28"	"12"	"398"	"45.2"	"8.53"	"67.92"	"12"	"0.921"	"0.955"	"0.810"	"0.813"	"0.565"	"0.594"	"0.379"	"0.454"	"0.213"	"0.252"	"0.143"	"0.213"	"0.110"	"0.213"	"0.088"	"0.142"	"0.094"	"0.146"	"344.3"	"476.6"	"317.0"	"455.3"	"279.0"	"387.7"	"194.7"	"283.1"	"130.6"	"216.2"	"73.3"	"120.2"	"49.2"	"101.5"	"38.0"	"101.7"	"30.3"	"67.5"	"32.5"	"69.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C276]"
"7433930542034397515"	"False"	"High"	"IsMasterProtein"	"P12008"	"Chorismate synthase OS=Escherichia coli (strain K12) OX=83333 GN=aroC PE=1 SV=4 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.268"	"44"	"13"	"31"	"13"	"361"	"39.1"	"6.20"	"71.00"	"13"	"1.136"	"1.232"	"0.912"	"0.911"	"0.793"	"0.801"	"0.885"	"0.954"	"0.614"	"0.668"	"0.394"	"0.436"	"0.319"	"0.342"	"0.153"	"0.158"	"0.083"	"0.050"	"949.9"	"1299.9"	"1078.9"	"1601.4"	"866.7"	"1183.6"	"753.3"	"1041.9"	"840.7"	"1240.5"	"582.9"	"868.3"	"373.8"	"566.8"	"303.1"	"445.0"	"145.3"	"206.0"	"78.4"	"64.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C156; C180]"
"-8680618523593549969"	"False"	"High"	"IsMasterProtein"	"P69811"	"Multiphosphoryl transfer protein OS=Escherichia coli (strain K12) OX=83333 GN=fruB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.216"	"45"	"13"	"31"	"13"	"376"	"39.6"	"4.94"	"76.05"	"13"	"0.857"	"0.864"	"0.671"	"0.644"	"0.394"	"0.385"	"0.240"	"0.246"	"0.100"	"0.085"	"0.062"	"0.054"	"0.055"	"0.045"	"0.022"	"0.015"	"0.032"	"0.023"	"3010.4"	"3140.5"	"2581.3"	"2714.8"	"2019.5"	"2022.7"	"1186.1"	"1210.3"	"724.0"	"773.9"	"301.1"	"268.3"	"187.3"	"168.5"	"164.6"	"141.6"	"66.2"	"47.5"	"97.7"	"71.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6853499564279730663"	"False"	"High"	"IsMasterProtein"	"P69786"	"PTS system glucose-specific EIICB component OS=Escherichia coli (strain K12) OX=83333 GN=ptsG PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.209"	"28"	"12"	"38"	"12"	"477"	"50.6"	"8.65"	"104.26"	"12"	"0.797"	"0.805"	"0.745"	"0.760"	"0.596"	"0.593"	"0.587"	"0.591"	"0.493"	"0.469"	"0.342"	"0.321"	"0.295"	"0.302"	"0.221"	"0.206"	"0.122"	"0.122"	"3602.8"	"5299.3"	"2869.9"	"4268.1"	"2683.7"	"4025.3"	"2147.9"	"3140.7"	"2114.6"	"3134.4"	"1777.7"	"2487.3"	"1231.8"	"1702.4"	"1061.4"	"1598.3"	"797.9"	"1093.0"	"438.2"	"648.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C421]"
"-8970089045473272299"	"False"	"High"	"IsMasterProtein"	"P07762"	"1,4-alpha-glucan branching enzyme GlgB OS=Escherichia coli (strain K12) OX=83333 GN=glgB PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"73.181"	"25"	"14"	"22"	"14"	"728"	"84.3"	"6.37"	"52.34"	"14"	"1.038"	"1.040"	"1.062"	"0.974"	"0.867"	"0.751"	"0.747"	"0.702"	"0.398"	"0.353"	"0.210"	"0.143"	"0.154"	"0.086"	"0.087"	"0.053"	"0.139"	"0.089"	"242.5"	"474.2"	"251.6"	"493.2"	"257.4"	"462.1"	"210.2"	"356.0"	"181.2"	"332.9"	"96.5"	"167.5"	"50.9"	"67.7"	"37.4"	"41.0"	"21.0"	"24.9"	"33.6"	"42.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6355111418777303609"	"False"	"High"	"IsMasterProtein"	"P00926"	"D-serine dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=dsdA PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"72.874"	"36"	"12"	"25"	"12"	"442"	"47.9"	"5.91"	"66.83"	"12"	"0.882"	"0.971"	"0.864"	"0.856"	"0.533"	"0.591"	"0.321"	"0.358"	"0.099"	"0.113"	"0.060"	"0.065"	"0.058"	"0.068"	"0.036"	"0.039"	"0.069"	"0.059"	"790.2"	"1260.1"	"696.6"	"1223.2"	"682.7"	"1078.1"	"421.3"	"744.6"	"253.5"	"451.4"	"78.0"	"143.0"	"47.1"	"81.4"	"45.6"	"85.9"	"28.5"	"48.6"	"54.8"	"74.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C233; C398]"
"2843405551791042677"	"False"	"High"	"IsMasterProtein"	"Q46893"	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=ispD PE=1 SV=3 UPId=UP000000625 PPId=UP000000625"	"0.000"	"72.865"	"69"	"13"	"29"	"13"	"236"	"25.7"	"6.65"	"85.15"	"13"	"0.978"	"0.911"	"0.922"	"0.919"	"0.756"	"0.789"	"0.889"	"0.832"	"0.823"	"0.803"	"0.651"	"0.678"	"0.736"	"0.766"	"0.573"	"0.645"	"0.879"	"0.786"	"548.9"	"1055.8"	"537.0"	"961.5"	"506.3"	"970.2"	"414.9"	"833.2"	"487.8"	"878.5"	"451.8"	"847.6"	"357.2"	"716.3"	"403.7"	"808.9"	"314.5"	"680.6"	"482.7"	"830.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Methylthio [C25; C177; C198]"
"8870679153939675729"	"False"	"High"	"IsMasterProtein"	"P0ADV7"	"Intermembrane phospholipid transport system binding protein MlaC OS=Escherichia coli (strain K12) OX=83333 GN=mlaC PE=1 SV=1 UPId=UP000000625 PPId=UP000000625"	"0.000"	"72.851"	"66"	"13"	"57"	"13"	"211"	"23.9"	"9.36"	"146.30"	"13"	"0.959"	"1.046"	"0.936"	"0.924"	"0.820"	"0.751"	"0.934"	"0.830"	"0.883"	"0.725"	"0.732"	"0.604"	"0.760"	"0.642"	"0.634"	"0.516"	"0.466"	"0.327"	"1971.1"	"6554.0"	"1890.7"	"6858.0"	"1845.7"	"6055.8"	"1615.6"	"4920.0"	"1841.9"	"5442.3"	"1740.5"	"4749.0"	"1442.2"	"3956.0"	"1498.4"	"4206.4"	"1250.3"	"3384.2"	"918.1"	"2143.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
